store_id,store_name,city
188.0,Store_188,Phoenix
189.0,Store_189,New York
190.0,Store_190,New York
191.0,Store_191,Los Angeles
192.0,Store_192,Phoenix
193.0,Store_193,Chicago
194.0,Store_194,Los Angeles
195.0,Store_195,Phoenix
196.0,Store_196,New York
,Store_197,New York
198.0,Store_198,Houston
199.0,Store_199,Phoenix
200.0,Store_200,Los Angeles
201.0,Store_201,New York
202.0,Store_202,New York
203.0,Store_203,Los Angeles
204.0,Store_204,New York
205.0,Store_205,Houston
206.0,Store_206,Houston
207.0,Store_207,Houston
208.0,Store_208,Houston
209.0,Store_209,Los Angeles
210.0,Store_210,Phoenix
211.0,Store_211,Houston
212.0,Store_212,New York
213.0,Store_213,Houston
214.0,Store_214,Phoenix
215.0,Store_215,Phoenix
216.0,Store_216,Phoenix
217.0,Store_217,Los Angeles
218.0,Store_218,Chicago
219.0,Store_219,Houston
,Store_220,New York
221.0,Store_221,Houston
222.0,Store_222,New York
223.0,Store_223,New York
224.0,Store_224,Phoenix
225.0,Store_225,New York
,Store_226,New York
227.0,Store_227,Los Angeles
228.0,Store_228,Los Angeles
229.0,Store_229,Houston
230.0,Store_230,Phoenix
231.0,Store_231,Los Angeles
232.0,Store_232,Chicago
,Store_233,Chicago
234.0,Store_234,Chicago
235.0,Store_235,Los Angeles
236.0,Store_236,Los Angeles
237.0,Store_237,Chicago
238.0,Store_238,Los Angeles
239.0,Store_239,Phoenix
240.0,Store_240,Chicago
241.0,Store_241,Phoenix
242.0,Store_242,Chicago
243.0,Store_243,New York
244.0,Store_244,Los Angeles
245.0,Store_245,New York
246.0,Store_246,Phoenix
247.0,Store_247,Los Angeles
248.0,Store_248,Chicago
249.0,Store_249,Los Angeles
250.0,Store_250,Houston
251.0,Store_251,Chicago
252.0,Store_252,Houston
253.0,Store_253,Chicago
254.0,Store_254,Phoenix
255.0,Store_255,Phoenix
256.0,Store_256,Los Angeles
,Store_257,Houston
258.0,Store_258,New York
259.0,Store_259,Phoenix
260.0,Store_260,Chicago
261.0,Store_261,New York
262.0,Store_262,Houston
263.0,Store_263,Los Angeles
264.0,Store_264,Phoenix
265.0,Store_265,Phoenix
266.0,Store_266,Phoenix
267.0,Store_267,Los Angeles
268.0,Store_268,New York
269.0,Store_269,Los Angeles
270.0,Store_270,New York
271.0,Store_271,Houston
272.0,Store_272,Phoenix
273.0,Store_273,Houston
274.0,Store_274,Los Angeles
275.0,Store_275,Phoenix
276.0,Store_276,Phoenix
277.0,Store_277,Houston
278.0,Store_278,Houston
279.0,Store_279,Phoenix
280.0,Store_280,Houston
281.0,Store_281,Phoenix
282.0,Store_282,Los Angeles
283.0,Store_283,Chicago
284.0,Store_284,Houston
285.0,Store_285,Los Angeles
286.0,Store_286,Phoenix
287.0,Store_287,Chicago
288.0,Store_288,New York
289.0,Store_289,Los Angeles
290.0,Store_290,Los Angeles
291.0,Store_291,Phoenix
292.0,Store_292,Los Angeles
293.0,Store_293,New York
294.0,Store_294,New York
295.0,Store_295,Houston
296.0,Store_296,Phoenix
297.0,Store_297,Chicago
298.0,Store_298,Chicago
299.0,Store_299,Chicago
,Store_300,Chicago
301.0,Store_301,Phoenix
302.0,Store_302,Phoenix
303.0,Store_303,Houston
304.0,Store_304,Chicago
305.0,Store_305,New York
306.0,Store_306,New York
307.0,Store_307,Houston
308.0,Store_308,Houston
309.0,Store_309,Chicago
310.0,Store_310,Chicago
311.0,Store_311,Houston
312.0,Store_312,Los Angeles
313.0,Store_313,Houston
314.0,Store_314,New York
315.0,Store_315,Los Angeles
316.0,Store_316,Los Angeles
317.0,Store_317,Los Angeles
318.0,Store_318,Phoenix
319.0,Store_319,Chicago
,Store_320,Chicago
321.0,Store_321,Houston
322.0,Store_322,Phoenix
323.0,Store_323,New York
324.0,Store_324,Houston
325.0,Store_325,Los Angeles
326.0,Store_326,Chicago
327.0,Store_327,New York
328.0,Store_328,Los Angeles
329.0,Store_329,Los Angeles
330.0,Store_330,Chicago
331.0,Store_331,Chicago
332.0,Store_332,Chicago
333.0,Store_333,New York
334.0,Store_334,Phoenix
335.0,Store_335,Houston
336.0,Store_336,New York
337.0,Store_337,Chicago
338.0,Store_338,Houston
339.0,Store_339,Los Angeles
340.0,Store_340,New York
341.0,Store_341,Phoenix
342.0,Store_342,Los Angeles
343.0,Store_343,Phoenix
344.0,Store_344,Phoenix
345.0,Store_345,Los Angeles
346.0,Store_346,Phoenix
347.0,Store_347,Los Angeles
348.0,Store_348,Houston
349.0,Store_349,Los Angeles
350.0,Store_350,New York
351.0,Store_351,Los Angeles
352.0,Store_352,Los Angeles
353.0,Store_353,Phoenix
354.0,Store_354,Los Angeles
355.0,Store_355,Phoenix
356.0,Store_356,Chicago
357.0,Store_357,New York
358.0,Store_358,New York
359.0,Store_359,Chicago
360.0,Store_360,Chicago
361.0,Store_361,Phoenix
362.0,Store_362,Los Angeles
363.0,Store_363,New York
364.0,Store_364,New York
365.0,Store_365,Los Angeles
366.0,Store_366,Phoenix
367.0,Store_367,New York
368.0,Store_368,Chicago
369.0,Store_369,Phoenix
370.0,Store_370,Houston
371.0,Store_371,Phoenix
372.0,Store_372,New York
373.0,Store_373,Chicago
374.0,Store_374,New York
375.0,Store_375,Los Angeles
376.0,Store_376,Los Angeles
377.0,Store_377,Los Angeles
,Store_378,New York
379.0,Store_379,New York
380.0,Store_380,Houston
381.0,Store_381,Phoenix
,Store_382,Houston
383.0,Store_383,Houston
384.0,Store_384,Houston
385.0,Store_385,New York
386.0,Store_386,Houston
387.0,Store_387,New York
388.0,Store_388,New York
389.0,Store_389,New York
390.0,Store_390,Los Angeles
391.0,Store_391,Phoenix
392.0,Store_392,New York
393.0,Store_393,Houston
394.0,Store_394,Phoenix
395.0,Store_395,Houston
396.0,Store_396,New York
397.0,Store_397,Houston
398.0,Store_398,Chicago
399.0,Store_399,Los Angeles
400.0,Store_400,Chicago
401.0,Store_401,Chicago
402.0,Store_402,Los Angeles
403.0,Store_403,New York
404.0,Store_404,Houston
405.0,Store_405,New York
406.0,Store_406,Chicago
407.0,Store_407,Phoenix
408.0,Store_408,New York
409.0,Store_409,Chicago
410.0,Store_410,Los Angeles
411.0,Store_411,Chicago
412.0,Store_412,Los Angeles
413.0,Store_413,Phoenix
414.0,Store_414,New York
415.0,Store_415,New York
416.0,Store_416,Chicago
417.0,Store_417,Phoenix
418.0,Store_418,Chicago
419.0,Store_419,Houston
420.0,Store_420,Houston
,Store_421,Phoenix
422.0,Store_422,Phoenix
423.0,Store_423,New York
424.0,Store_424,Phoenix
425.0,Store_425,Phoenix
426.0,Store_426,Los Angeles
427.0,Store_427,Los Angeles
428.0,Store_428,Chicago
429.0,Store_429,Los Angeles
430.0,Store_430,Phoenix
431.0,Store_431,Houston
432.0,Store_432,Houston
433.0,Store_433,Houston
434.0,Store_434,Houston
435.0,Store_435,Phoenix
436.0,Store_436,Houston
437.0,Store_437,Houston
438.0,Store_438,New York
439.0,Store_439,New York
440.0,Store_440,Los Angeles
441.0,Store_441,Phoenix
442.0,Store_442,Los Angeles
443.0,Store_443,Phoenix
444.0,Store_444,Phoenix
445.0,Store_445,New York
,Store_446,Los Angeles
447.0,Store_447,Houston
448.0,Store_448,Houston
449.0,Store_449,Phoenix
450.0,Store_450,Phoenix
451.0,Store_451,Houston
452.0,Store_452,Houston
453.0,Store_453,Phoenix
454.0,Store_454,Houston
455.0,Store_455,Chicago
456.0,Store_456,Houston
457.0,Store_457,Chicago
458.0,Store_458,Phoenix
459.0,Store_459,Phoenix
460.0,Store_460,Chicago
461.0,Store_461,Houston
462.0,Store_462,Phoenix
463.0,Store_463,Los Angeles
464.0,Store_464,New York
465.0,Store_465,Phoenix
,Store_466,Phoenix
467.0,Store_467,Houston
468.0,Store_468,New York
469.0,Store_469,Houston
470.0,Store_470,Los Angeles
471.0,Store_471,New York
,Store_472,Phoenix
473.0,Store_473,Phoenix
474.0,Store_474,New York
475.0,Store_475,New York
476.0,Store_476,Phoenix
477.0,Store_477,New York
478.0,Store_478,New York
479.0,Store_479,Los Angeles
480.0,Store_480,New York
481.0,Store_481,New York
482.0,Store_482,New York
483.0,Store_483,Los Angeles
484.0,Store_484,Houston
485.0,Store_485,Houston
486.0,Store_486,New York
487.0,Store_487,Phoenix
488.0,Store_488,Chicago
489.0,Store_489,New York
490.0,Store_490,Los Angeles
491.0,Store_491,Chicago
492.0,Store_492,New York
493.0,Store_493,Los Angeles
494.0,Store_494,Phoenix
495.0,Store_495,Houston
496.0,Store_496,New York
497.0,Store_497,Phoenix
498.0,Store_498,Chicago
499.0,Store_499,Houston
500.0,Store_500,Los Angeles
501.0,Store_501,Houston
502.0,Store_502,Phoenix
503.0,Store_503,Chicago
504.0,Store_504,Houston
505.0,Store_505,Phoenix
506.0,Store_506,Phoenix
507.0,Store_507,New York
508.0,Store_508,New York
509.0,Store_509,New York
510.0,Store_510,Los Angeles
511.0,Store_511,Los Angeles
512.0,Store_512,New York
513.0,Store_513,Chicago
514.0,Store_514,Phoenix
515.0,Store_515,Houston
516.0,Store_516,Phoenix
517.0,Store_517,New York
518.0,Store_518,Houston
519.0,Store_519,New York
520.0,Store_520,Los Angeles
521.0,Store_521,Los Angeles
522.0,Store_522,Chicago
523.0,Store_523,Houston
524.0,Store_524,Los Angeles
525.0,Store_525,Houston
526.0,Store_526,New York
527.0,Store_527,Chicago
528.0,Store_528,New York
529.0,Store_529,Houston
530.0,Store_530,Chicago
531.0,Store_531,Houston
532.0,Store_532,New York
533.0,Store_533,New York
534.0,Store_534,Phoenix
535.0,Store_535,Phoenix
536.0,Store_536,Phoenix
537.0,Store_537,Phoenix
538.0,Store_538,Chicago
539.0,Store_539,New York
540.0,Store_540,Los Angeles
541.0,Store_541,Chicago
542.0,Store_542,New York
543.0,Store_543,Chicago
544.0,Store_544,Chicago
545.0,Store_545,Phoenix
546.0,Store_546,Phoenix
547.0,Store_547,Phoenix
548.0,Store_548,New York
549.0,Store_549,Chicago
550.0,Store_550,Los Angeles
551.0,Store_551,Los Angeles
552.0,Store_552,Chicago
553.0,Store_553,Houston
554.0,Store_554,Phoenix
555.0,Store_555,Phoenix
556.0,Store_556,Los Angeles
557.0,Store_557,Los Angeles
558.0,Store_558,New York
559.0,Store_559,Phoenix
560.0,Store_560,Chicago
561.0,Store_561,Los Angeles
562.0,Store_562,Houston
563.0,Store_563,Houston
564.0,Store_564,Chicago
565.0,Store_565,Houston
566.0,Store_566,Phoenix
567.0,Store_567,Phoenix
568.0,Store_568,Phoenix
569.0,Store_569,Phoenix
570.0,Store_570,New York
571.0,Store_571,Houston
572.0,Store_572,New York
573.0,Store_573,Los Angeles
574.0,Store_574,New York
575.0,Store_575,Houston
576.0,Store_576,Houston
577.0,Store_577,Houston
578.0,Store_578,Los Angeles
579.0,Store_579,Houston
580.0,Store_580,Phoenix
581.0,Store_581,Phoenix
582.0,Store_582,Houston
583.0,Store_583,Chicago
584.0,Store_584,Houston
585.0,Store_585,Los Angeles
586.0,Store_586,Houston
587.0,Store_587,New York
588.0,Store_588,Chicago
,Store_589,Phoenix
590.0,Store_590,Houston
591.0,Store_591,Los Angeles
592.0,Store_592,Phoenix
593.0,Store_593,New York
594.0,Store_594,Los Angeles
595.0,Store_595,Houston
596.0,Store_596,Los Angeles
597.0,Store_597,Los Angeles
598.0,Store_598,Phoenix
599.0,Store_599,Phoenix
600.0,Store_600,Chicago
601.0,Store_601,New York
,Store_602,Houston
603.0,Store_603,New York
604.0,Store_604,Houston
605.0,Store_605,Houston
606.0,Store_606,Los Angeles
607.0,Store_607,Los Angeles
608.0,Store_608,Houston
609.0,Store_609,Houston
610.0,Store_610,New York
611.0,Store_611,Houston
612.0,Store_612,New York
613.0,Store_613,Houston
614.0,Store_614,New York
615.0,Store_615,Los Angeles
,Store_616,New York
617.0,Store_617,New York
618.0,Store_618,Phoenix
619.0,Store_619,Houston
620.0,Store_620,Los Angeles
621.0,Store_621,Chicago
622.0,Store_622,Los Angeles
623.0,Store_623,Houston
624.0,Store_624,Los Angeles
625.0,Store_625,Los Angeles
626.0,Store_626,Phoenix
627.0,Store_627,Phoenix
628.0,Store_628,New York
629.0,Store_629,New York
630.0,Store_630,Phoenix
631.0,Store_631,Houston
632.0,Store_632,New York
633.0,Store_633,Houston
634.0,Store_634,Chicago
635.0,Store_635,Phoenix
636.0,Store_636,Chicago
637.0,Store_637,Chicago
638.0,Store_638,Phoenix
639.0,Store_639,New York
640.0,Store_640,Houston
641.0,Store_641,Houston
642.0,Store_642,Phoenix
643.0,Store_643,Phoenix
644.0,Store_644,Houston
645.0,Store_645,Chicago
,Store_646,New York
647.0,Store_647,Phoenix
648.0,Store_648,New York
649.0,Store_649,Houston
650.0,Store_650,Los Angeles
651.0,Store_651,New York
652.0,Store_652,Chicago
653.0,Store_653,Los Angeles
654.0,Store_654,Chicago
655.0,Store_655,Chicago
656.0,Store_656,New York
657.0,Store_657,Phoenix
658.0,Store_658,Phoenix
659.0,Store_659,New York
660.0,Store_660,Chicago
661.0,Store_661,Chicago
662.0,Store_662,Chicago
663.0,Store_663,Chicago
664.0,Store_664,Chicago
665.0,Store_665,New York
666.0,Store_666,Phoenix
667.0,Store_667,New York
668.0,Store_668,New York
669.0,Store_669,New York
670.0,Store_670,New York
671.0,Store_671,New York
672.0,Store_672,Chicago
673.0,Store_673,Los Angeles
674.0,Store_674,Chicago
675.0,Store_675,New York
676.0,Store_676,Phoenix
677.0,Store_677,Houston
678.0,Store_678,Phoenix
679.0,Store_679,New York
680.0,Store_680,Phoenix
681.0,Store_681,New York
,Store_682,Phoenix
683.0,Store_683,Los Angeles
684.0,Store_684,Houston
685.0,Store_685,Houston
686.0,Store_686,New York
687.0,Store_687,Los Angeles
688.0,Store_688,Chicago
,Store_689,Chicago
690.0,Store_690,New York
691.0,Store_691,Los Angeles
692.0,Store_692,Chicago
693.0,Store_693,Chicago
694.0,Store_694,Chicago
695.0,Store_695,Phoenix
696.0,Store_696,Chicago
697.0,Store_697,Chicago
698.0,Store_698,Chicago
699.0,Store_699,Chicago
700.0,Store_700,Chicago
701.0,Store_701,Phoenix
702.0,Store_702,Chicago
703.0,Store_703,Los Angeles
704.0,Store_704,Phoenix
705.0,Store_705,Houston
706.0,Store_706,New York
707.0,Store_707,Los Angeles
708.0,Store_708,New York
709.0,Store_709,Chicago
710.0,Store_710,Phoenix
,Store_711,Phoenix
712.0,Store_712,Phoenix
713.0,Store_713,Houston
714.0,Store_714,New York
715.0,Store_715,Los Angeles
716.0,Store_716,Houston
717.0,Store_717,New York
718.0,Store_718,Houston
719.0,Store_719,Houston
720.0,Store_720,Los Angeles
721.0,Store_721,Phoenix
722.0,Store_722,Houston
723.0,Store_723,Houston
724.0,Store_724,Houston
725.0,Store_725,New York
726.0,Store_726,Los Angeles
727.0,Store_727,New York
728.0,Store_728,Chicago
729.0,Store_729,Chicago
730.0,Store_730,Los Angeles
731.0,Store_731,Phoenix
732.0,Store_732,Chicago
733.0,Store_733,Phoenix
734.0,Store_734,Phoenix
735.0,Store_735,New York
736.0,Store_736,Los Angeles
737.0,Store_737,Chicago
738.0,Store_738,New York
,Store_739,Phoenix
740.0,Store_740,Houston
741.0,Store_741,Phoenix
742.0,Store_742,Houston
743.0,Store_743,New York
744.0,Store_744,Houston
745.0,Store_745,Houston
746.0,Store_746,Chicago
747.0,Store_747,Chicago
748.0,Store_748,New York
749.0,Store_749,Chicago
750.0,Store_750,Phoenix
751.0,Store_751,New York
752.0,Store_752,Los Angeles
753.0,Store_753,Houston
754.0,Store_754,Houston
755.0,Store_755,Phoenix
756.0,Store_756,Chicago
757.0,Store_757,Los Angeles
758.0,Store_758,Chicago
759.0,Store_759,Phoenix
760.0,Store_760,Chicago
761.0,Store_761,Chicago
762.0,Store_762,Phoenix
763.0,Store_763,Los Angeles
764.0,Store_764,Houston
765.0,Store_765,Houston
766.0,Store_766,Phoenix
,Store_767,Houston
768.0,Store_768,Houston
769.0,Store_769,Los Angeles
770.0,Store_770,New York
771.0,Store_771,Phoenix
772.0,Store_772,Los Angeles
773.0,Store_773,Los Angeles
774.0,Store_774,Chicago
775.0,Store_775,Phoenix
776.0,Store_776,Phoenix
777.0,Store_777,Chicago
778.0,Store_778,Chicago
779.0,Store_779,Houston
780.0,Store_780,Los Angeles
781.0,Store_781,Phoenix
782.0,Store_782,Phoenix
783.0,Store_783,Chicago
784.0,Store_784,Los Angeles
785.0,Store_785,Houston
786.0,Store_786,New York
787.0,Store_787,Los Angeles
788.0,Store_788,Chicago
789.0,Store_789,Phoenix
790.0,Store_790,Houston
791.0,Store_791,Chicago
792.0,Store_792,Phoenix
793.0,Store_793,Houston
,Store_794,Houston
795.0,Store_795,New York
796.0,Store_796,Chicago
797.0,Store_797,New York
798.0,Store_798,New York
799.0,Store_799,Los Angeles
800.0,Store_800,Houston
801.0,Store_801,Phoenix
,Store_802,New York
803.0,Store_803,Chicago
804.0,Store_804,Phoenix
805.0,Store_805,Los Angeles
806.0,Store_806,New York
807.0,Store_807,New York
808.0,Store_808,Chicago
809.0,Store_809,New York
810.0,Store_810,Houston
811.0,Store_811,New York
812.0,Store_812,Los Angeles
813.0,Store_813,Houston
814.0,Store_814,Chicago
815.0,Store_815,New York
816.0,Store_816,Los Angeles
817.0,Store_817,Phoenix
818.0,Store_818,Phoenix
819.0,Store_819,Los Angeles
820.0,Store_820,Los Angeles
821.0,Store_821,Los Angeles
822.0,Store_822,New York
823.0,Store_823,Houston
824.0,Store_824,New York
825.0,Store_825,Phoenix
826.0,Store_826,Phoenix
827.0,Store_827,Phoenix
828.0,Store_828,Chicago
829.0,Store_829,Houston
830.0,Store_830,Chicago
831.0,Store_831,Houston
832.0,Store_832,Houston
833.0,Store_833,Phoenix
834.0,Store_834,New York
835.0,Store_835,Phoenix
836.0,Store_836,New York
837.0,Store_837,Chicago
838.0,Store_838,Los Angeles
839.0,Store_839,Chicago
840.0,Store_840,Los Angeles
841.0,Store_841,Houston
842.0,Store_842,Los Angeles
843.0,Store_843,Phoenix
844.0,Store_844,Phoenix
845.0,Store_845,Los Angeles
846.0,Store_846,Los Angeles
847.0,Store_847,Los Angeles
848.0,Store_848,Chicago
849.0,Store_849,Houston
850.0,Store_850,Phoenix
851.0,Store_851,Los Angeles
852.0,Store_852,Los Angeles
853.0,Store_853,Phoenix
854.0,Store_854,Los Angeles
855.0,Store_855,Houston
856.0,Store_856,Houston
857.0,Store_857,Houston
858.0,Store_858,Chicago
859.0,Store_859,Chicago
860.0,Store_860,Los Angeles
861.0,Store_861,Phoenix
,Store_862,Houston
863.0,Store_863,New York
,Store_864,New York
865.0,Store_865,Chicago
866.0,Store_866,New York
,Store_867,Houston
868.0,Store_868,New York
869.0,Store_869,New York
870.0,Store_870,New York
871.0,Store_871,New York
872.0,Store_872,Houston
873.0,Store_873,Los Angeles
874.0,Store_874,Chicago
875.0,Store_875,Chicago
876.0,Store_876,Los Angeles
877.0,Store_877,Phoenix
878.0,Store_878,New York
879.0,Store_879,New York
880.0,Store_880,New York
881.0,Store_881,Houston
882.0,Store_882,Los Angeles
883.0,Store_883,Houston
884.0,Store_884,Los Angeles
885.0,Store_885,Phoenix
886.0,Store_886,New York
887.0,Store_887,New York
,Store_888,Houston
889.0,Store_889,Houston
890.0,Store_890,Chicago
891.0,Store_891,New York
892.0,Store_892,Los Angeles
893.0,Store_893,Los Angeles
894.0,Store_894,New York
895.0,Store_895,Phoenix
896.0,Store_896,Phoenix
897.0,Store_897,Phoenix
898.0,Store_898,New York
899.0,Store_899,Houston
900.0,Store_900,Los Angeles
901.0,Store_901,New York
902.0,Store_902,New York
903.0,Store_903,New York
904.0,Store_904,New York
905.0,Store_905,Phoenix
906.0,Store_906,Los Angeles
907.0,Store_907,Los Angeles
908.0,Store_908,New York
909.0,Store_909,Chicago
910.0,Store_910,Houston
911.0,Store_911,Houston
912.0,Store_912,Los Angeles
,Store_913,Phoenix
914.0,Store_914,Houston
915.0,Store_915,Phoenix
,Store_916,Los Angeles
917.0,Store_917,Phoenix
918.0,Store_918,Chicago
919.0,Store_919,Los Angeles
920.0,Store_920,Los Angeles
921.0,Store_921,Chicago
922.0,Store_922,Houston
923.0,Store_923,Houston
924.0,Store_924,Phoenix
925.0,Store_925,Chicago
926.0,Store_926,Houston
927.0,Store_927,Phoenix
928.0,Store_928,New York
929.0,Store_929,New York
930.0,Store_930,Phoenix
931.0,Store_931,Chicago
932.0,Store_932,Houston
933.0,Store_933,Los Angeles
934.0,Store_934,Houston
935.0,Store_935,Phoenix
936.0,Store_936,Houston
937.0,Store_937,Phoenix
938.0,Store_938,Los Angeles
939.0,Store_939,Los Angeles
940.0,Store_940,New York
941.0,Store_941,Phoenix
942.0,Store_942,Phoenix
943.0,Store_943,Houston
944.0,Store_944,Houston
945.0,Store_945,Chicago
946.0,Store_946,Phoenix
947.0,Store_947,Phoenix
948.0,Store_948,New York
949.0,Store_949,New York
950.0,Store_950,Chicago
951.0,Store_951,Phoenix
952.0,Store_952,Houston
953.0,Store_953,Los Angeles
954.0,Store_954,Los Angeles
955.0,Store_955,New York
956.0,Store_956,Houston
957.0,Store_957,Chicago
958.0,Store_958,New York
959.0,Store_959,Chicago
960.0,Store_960,Los Angeles
961.0,Store_961,Los Angeles
962.0,Store_962,Los Angeles
963.0,Store_963,Houston
964.0,Store_964,New York
965.0,Store_965,Los Angeles
966.0,Store_966,Phoenix
967.0,Store_967,Los Angeles
968.0,Store_968,Los Angeles
969.0,Store_969,New York
970.0,Store_970,Phoenix
971.0,Store_971,New York
972.0,Store_972,Phoenix
,Store_973,Phoenix
974.0,Store_974,New York
975.0,Store_975,Chicago
976.0,Store_976,New York
977.0,Store_977,New York
978.0,Store_978,Los Angeles
979.0,Store_979,Houston
980.0,Store_980,Chicago
981.0,Store_981,Houston
982.0,Store_982,Houston
983.0,Store_983,Phoenix
984.0,Store_984,Chicago
985.0,Store_985,Chicago
986.0,Store_986,New York
987.0,Store_987,Houston
988.0,Store_988,Houston
989.0,Store_989,New York
990.0,Store_990,Houston
991.0,Store_991,Chicago
992.0,Store_992,Chicago
993.0,Store_993,Phoenix
994.0,Store_994,New York
995.0,Store_995,New York
996.0,Store_996,Los Angeles
997.0,Store_997,Phoenix
998.0,Store_998,Chicago
999.0,Store_999,New York
1000.0,Store_1000,New York
1001.0,Store_1001,New York
1002.0,Store_1002,Phoenix
1003.0,Store_1003,Phoenix
1004.0,Store_1004,Los Angeles
1005.0,Store_1005,New York
1006.0,Store_1006,Chicago
1007.0,Store_1007,Los Angeles
